Tipo,Año Fab.,Marca,Modelo,Versión,Tasación,Valor Permiso,Antigüedad_Veh
Camioneta,2012,SSANGYONG,A. DEPORTES,4X2 AC LL,5104292,71499,11
SUV,2012,SSANGYONG,ACTYON,120 AY,4850954,66432,11
SUV,2012,SSANGYONG,KYRON,KY 110,5207504,73563,11
SUV,2012,SSANGYONG,KORANDO,XDI 4X2 (KC 2110),4850954,66432,11
SUV,2012,SSANGYONG,KORANDO,GAS 4X2 AB LL,4425167,57917,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X2 2AB ABS LL TE,6345428,98602,11
VAN,2012,SSANGYONG,STAVIC,ST 301,6155176,92895,11
SUV,2012,SSANGYONG,KYRON,XDI 4X2,5216887,73751,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X2 AC ABS 2AB,5282567,75065,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X4 AC LL,5273184,74877,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X4 AAC LL18,6765064,111192,11
SUV,2012,SSANGYONG,KORANDO,XDI 4X2 (KC 2210),5263801,74689,11
SUV,2012,SSANGYONG,KYRON,XDI 4X4 TC,6577406,105562,11
SUV,2012,SSANGYONG,ACTYON,110 AY,4456873,58551,11
SUV,2012,SSANGYONG,KORANDO,XDI 4X4 (KC2122),5657883,82571,11
SUV,2012,SSANGYONG,KORANDO,XDI 4X2 (KC 2211),5554671,80507,11
SUV,2012,SSANGYONG,KORANDO,GAS 4X2 2AB ABS LL,4781615,65046,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X2,4841571,66245,11
SUV,2012,SSANGYONG,KYRON,XDI 4X4,5667266,82759,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X2 AB,5741518,84244,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X2 2AB ABS LL,6432951,101228,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X4 AB,6152877,92826,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X4 2AB ABS LL,6791795,111993,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X4 AB LL,6371685,99390,11
SUV,2012,SSANGYONG,ACTYON,XDI 4X2 AY 210,5807488,85563,11
SUV,2012,SSANGYONG,KORANDO,GAS 4X4 2AB ABS LL,4964186,68697,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X2 AC,4850954,66432,11
SUV,2012,SSANGYONG,REXTON,II XDI EN TC,7891010,144970,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X4,5226270,73939,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X2 AB LL,6004088,89495,11
Camioneta,2012,SSANGYONG,A. DEPORTES,4X4 2AB ABS LL TE,6336676,98340,11
Camioneta,2013,SSANGYONG,A. DEPORTES,4X2 AC ABS 2AB,5892455,87262,10
SUV,2013,SSANGYONG,KYRON,XDI 4X4 TC,7262357,126110,10
SUV,2013,SSANGYONG,REXTON,4x4 MT,6582030,105701,10
SUV,2013,SSANGYONG,KYRON,XDI 4X4,6333451,98243,10
SUV,2013,SSANGYONG,KORANDO,XDI 4X2 (KC 2110),5310716,75628,10
VAN,2013,SSANGYONG,STAVIC,MT 4X2,6622873,106926,10
SUV,2013,SSANGYONG,REXTON,4X4 COMPLETO,8911722,175591,10
SUV,2013,SSANGYONG,REXTON,II XDI EN TC,8641642,167489,10
SUV,2013,SSANGYONG,KORANDO,XDI 4X4 (KC 2223),6905807,115414,10
SUV,2013,SSANGYONG,KORANDO,GAS 4X2 2AB ABS LL,5160589,72625,10
Camioneta,2013,SSANGYONG,A. DEPORTES,4X2 2AB ABS LL TE,6802595,112317,10
SUV,2013,SSANGYONG,REXTON,4X2 EN,6538727,104401,10
VAN,2013,SSANGYONG,STAVIC,ST 210,7881628,144688,10
SUV,2013,SSANGYONG,KYRON,XDI 4X2,5761094,84635,10
Camioneta,2013,SSANGYONG,A. DEPORTES,4x4 AC,5779860,85010,10
SUV,2013,SSANGYONG,KORANDO,GAS 4X4 2AB ABS LL,5357630,76566,10
VAN,2013,SSANGYONG,STAVIC,MT 4X2 11 COMO,6838181,113385,10
SUV,2013,SSANGYONG,REXTON,4X4 EN SEMI FULL,7855132,143894,10
SUV,2013,SSANGYONG,REXTON,II XDI MT,6905807,115414,10
Camioneta,2013,SSANGYONG,A. DEPORTES,4X2 AC LL,5526522,79944,10
VAN,2013,SSANGYONG,STAVIC,EN AWD,7759699,141031,10
Camioneta,2013,SSANGYONG,A. DEPORTES,4X4 AC LL,5883072,87075,10
SUV,2013,SSANGYONG,KORANDO,XDI 4X2 (KC 2211),6108261,91578,10
Camioneta,2013,SSANGYONG,A. DEPORTES,4X4 AC ABS 2AB,6202090,94302,10
SUV,2013,SSANGYONG,KORANDO,XDI 4X2 (KC 2111),5770477,84823,10
VAN,2013,SSANGYONG,STAVIC,EN 4X2,7130999,122170,10
VAN,2013,SSANGYONG,STAVIC,ST 301,6765064,111192,10
VAN,2013,SSANGYONG,STAVIC,ST 201,6999636,118229,10
SUV,2013,SSANGYONG,KYRON,XDI 4X2,6436662,101339,10
Camioneta,2013,SSANGYONG,A. DEPORTES,4X2 AC,5329481,76003,10
SUV,2013,SSANGYONG,KORANDO,XDI 4X4 (KC2122),6239622,95428,10
SUV,2013,SSANGYONG,KORANDO,XDI 4X2 (KC 2210),5761094,84635,10
SUV,2013,SSANGYONG,KORANDO,GAS 4X2 AB LL,4775891,64931,10
Camioneta,2013,SSANGYONG,A. DEPORTES,4X4 2AB ABS LL TE,6793212,112036,10
SUV,2013,SSANGYONG,KORANDO,EN SEMI COMPLETO 4X2 GAS,5655349,82520,10
SUV,2013,SSANGYONG,REXTON,4X2 MT,6088377,91181,10
Camioneta,2014,SSANGYONG,A. DEPORTES,4X2 AC LL,6080113,91015,9
SUV,2014,SSANGYONG,KORANDO,XDI 4X4 (KC 2223),7515695,133710,9
SUV,2014,SSANGYONG,REXTON,4X2 EN,7084082,120762,9
Camioneta,2014,SSANGYONG,A. DEPORTES,4x4 AC,6305302,97399,9
Camioneta,2014,SSANGYONG,A. DEPORTES,4X4 AC LL,6483577,102747,9
SUV,2014,SSANGYONG,KORANDO,XDI 4X4 (KC2122),6840127,113443,9
VAN,2014,SSANGYONG,STAVIC,EN 4X2,7769033,141311,9
SUV,2014,SSANGYONG,REXTON,4X4 COMPLETO,9654994,197889,9
SUV,2014,SSANGYONG,REXTON,4X2 MT,6596172,106125,9
SUV,2014,SSANGYONG,KORANDO,GAS 4X2 2AB ABS LL,5704797,83509,9
Camioneta,2014,SSANGYONG,A. DEPORTES,4X2 2AB ABS LL TE,7571992,135399,9
Camioneta,2014,SSANGYONG,A. DEPORTES,4X4 2AB ABS LL TE,7562609,135118,9
SUV,2014,SSANGYONG,REXTON,4x4 MT,7130996,122169,9
SUV,2014,SSANGYONG,KORANDO,XDI 4X2 (KC 2111),6286536,96836,9
SUV,2014,SSANGYONG,KORANDO,XDI 4X2 (KC 2210),6230239,95147,9
SUV,2014,SSANGYONG,KORANDO,GAS 4X2 AB LL,5226270,73939,9
VAN,2014,SSANGYONG,STAVIC,MT 4X2 11 COMO,7450015,131740,9
VAN,2014,SSANGYONG,STAVIC,MT 4X2,7215442,124703,9
SUV,2014,SSANGYONG,KORANDO,EN 4X2 GAS,5698334,83380,9
Camioneta,2014,SSANGYONG,A. DEPORTES,4X2 AC,5789243,85198,9
SUV,2014,SSANGYONG,KORANDO,XDI 4X2 (KC 2211),6690001,108940,9
Camioneta,2014,SSANGYONG,A. DEPORTES,4X2 AC ABS 2AB,6502343,103310,9
Camioneta,2014,SSANGYONG,A. DEPORTES,4X4 AC ABS 2AB,6830744,113162,9
VAN,2014,SSANGYONG,STAVIC,EN AWD,8453984,161859,9
SUV,2014,SSANGYONG,KORANDO,EN SEMI COMPLETO 4X2 GAS,6127027,92050,9
SUV,2014,SSANGYONG,KORANDO,A GAS COMPLETO 4X4,6493852,103055,9
SUV,2014,SSANGYONG,KORANDO,XDI 4X2 (KC 2110),5826775,85949,9
SUV,2014,SSANGYONG,KORANDO,GAS 4X4 2AB ABS LL,5854923,86512,9
SUV,2014,SSANGYONG,REXTON,4X4 EN SEMI FULL,8510281,163540,9
Camioneta,2015,SSANGYONG,A. DEPORTES,4X2 AC LL,6605555,106406,8
Camioneta,2015,SSANGYONG,A. DEPORTES,4X4 AC LL,7121613,121888,8
SUV,2015,SSANGYONG,REXTON,4X4 COMPLETO,10527603,224068,8
SUV,2015,SSANGYONG,REXTON,4X2 MT,7215442,124703,8
SUV,2015,SSANGYONG,TIVOLI,1.6 4X2 EN COMPLETO TV1111,7041873,119496,8
SUV,2015,SSANGYONG,KORANDO,XDI 4X2 (KC 2110),6342834,98525,8
SUV,2015,SSANGYONG,REXTON,4X4 EN SEMI FULL,9373507,189445,8
SUV,2015,SSANGYONG,TIVOLI,1.6 4X2 MT COMPLETO TV1011,6129357,92120,8
Camioneta,2015,SSANGYONG,A. DEPORTES,4X2 AC,6305302,97399,8
Camioneta,2015,SSANGYONG,A. DEPORTES,4X4 AC ABS 2AB,7656438,137933,8
SUV,2015,SSANGYONG,KORANDO,XDI 4X4 (KC2122),7496929,133147,8
SUV,2015,SSANGYONG,KORANDO,XDI 4X2 (KC 2111),6868275,114288,8
SUV,2015,SSANGYONG,KORANDO,XDI 4X4 (KC 2223),8303858,157355,8
Camioneta,2015,SSANGYONG,A. DEPORTES,4X2 2AB ABS LL TE,8782385,171711,8
SUV,2015,SSANGYONG,REXTON,4x4 MT,7825330,143000,8
SUV,2015,SSANGYONG,TIVOLI,1.6 4X2 MT STD TV1010,6069096,90795,8
SUV,2015,SSANGYONG,KORANDO,2.0 MT 4X2 KC1010,6137966,92379,8
SUV,2015,SSANGYONG,KORANDO,XDI 4X2 (KC 2211),7393717,130051,8
SUV,2015,SSANGYONG,KORANDO,XDI 4X2 (KC 2210),6755681,110910,8
VAN,2015,SSANGYONG,STAVIC,EN 4X2,8453984,161859,8
SUV,2015,SSANGYONG,KORANDO,EN 4X2 GAS,6183324,93739,8
VAN,2015,SSANGYONG,STAVIC,MT 4X2,7900393,145251,8
SUV,2015,SSANGYONG,TIVOLI,1.6 4X2 EN STD TV1110,6120748,91862,8
Camioneta,2015,SSANGYONG,A. DEPORTES,4x4 AC,6915190,115695,8
Camioneta,2015,SSANGYONG,A. DEPORTES,4X4 2AB ABS LL TE,8191263,153977,8
SUV,2015,SSANGYONG,REXTON,4X2 EN,7787799,141874,8
Camioneta,2015,SSANGYONG,A. DEPORTES,4X2 AC ABS 2AB,7252974,125829,8
SUV,2015,SSANGYONG,KORANDO,2.0 KC1111,7016048,118721,8
SUV,2015,SSANGYONG,KORANDO,2.0 MT 4X2 KC1011,6533963,104258,8
Camioneta,2016,SSANGYONG,A. DEPORTES,4X2 AC,7159145,123014,7
SUV,2016,SSANGYONG,KORANDO,2.0 KC1111,7647055,137651,7
SUV,2016,SSANGYONG,KORANDO,2.0 MT 4X2 KC1011,7121613,121888,7
SUV,2016,SSANGYONG,TIVOLI,1.6 4X2 EN DIESEL,8363306,159139,7
SUV,2016,SSANGYONG,TIVOLI,1.6 4X2 MT GAS LLENO,7477071,132552,7
SUV,2016,SSANGYONG,TIVOLI,1.6 DIESEL,7261966,126099,7
SUV,2016,SSANGYONG,TIVOLI,1.6 DIESEL,8165408,153202,7
SUV,2016,SSANGYONG,XLV,1.6 XLV 1011,8053554,149846,7
SUV,2016,SSANGYONG,XLV,1.6 XLV 2111 DIESEL,8724683,169980,7
Camioneta,2016,SSANGYONG,A. DEPORTES,4X2 AC ABS 2AB,8275709,156511,7
Camioneta,2016,SSANGYONG,A. DEPORTES,4X2 AC LL,7525078,133992,7
SUV,2016,SSANGYONG,KORANDO,XDI 4X2 (KC 2211),8425835,161015,7
SUV,2016,SSANGYONG,REXTON,4X4 EN SEMI FULL,10593283,226038,7
SUV,2016,SSANGYONG,TIVOLI,1.6 4X2 EN COMPLETO TV1111,7675204,138496,7
SUV,2016,SSANGYONG,TIVOLI,1.6 AWD EN GAS,8354702,158881,7
SUV,2016,SSANGYONG,XLV,1.6 XLV 1010,7244756,125582,7
SUV,2016,SSANGYONG,XLV,1.6 XLV 1110,7898678,145200,7
Camioneta,2016,SSANGYONG,A. DEPORTES,4X4 AC LL,8088051,150881,7
SUV,2016,SSANGYONG,KORANDO,XDI 4X4 (KC 2223),9420421,190852,7
Camioneta,2016,SSANGYONG,A. DEPORTES,4X2 2AB ABS LL TE,9964629,207178,7
SUV,2016,SSANGYONG,REXTON,4X2 EN,8791768,171993,7
SUV,2016,SSANGYONG,TIVOLI,1.6 4X2 MT COMPLETO TV1011,6680618,108658,7
SUV,2016,SSANGYONG,XLV,1.6 XLV 1111,8630037,167141,7
SUV,2016,SSANGYONG,XLV,1.6 XLV 2110 DIESEL,8423535,160946,7
Camioneta,2016,SSANGYONG,A. DEPORTES,4X4 AC ABS 2AB,8763619,171148,7
SUV,2016,SSANGYONG,KORANDO,XDI 4X2 (KC 2111),7778416,141592,7
SUV,2016,SSANGYONG,KORANDO,XDI 4X2 (KC 2210),7656438,137933,7
Camioneta,2016,SSANGYONG,A. DEPORTES,4x4 AC,7844096,143562,7
SUV,2016,SSANGYONG,REXTON,4X4 COMPLETO,11916270,265728,7
SUV,2016,SSANGYONG,TIVOLI,1.6 4X2 MT DIESEL,8346097,158623,7
SUV,2016,SSANGYONG,REXTON,4x4 MT,8819917,172837,7
SUV,2016,SSANGYONG,TIVOLI,1.6 4X2 EN STD TV1110,6671235,108377,7
VAN,2016,SSANGYONG,STAVIC,2.2 AWD COMPLETO,12042397,269512,7
VAN,2016,SSANGYONG,STAVIC,MT 4X2,8942626,176518,7
SUV,2016,SSANGYONG,KORANDO,XDI 4X2 (KC 2110),7130996,122169,7
Camioneta,2016,SSANGYONG,A. DEPORTES,4X4 2AB ABS LL TE,9373507,189445,7
SUV,2016,SSANGYONG,REXTON,4X2 MT,8078668,150600,7
SUV,2016,SSANGYONG,KORANDO,2.0 MT 4X2 KC1010,6690001,108940,7
SUV,2016,SSANGYONG,KORANDO,EN 4X2 GAS,7027785,119073,7
SUV,2016,SSANGYONG,TIVOLI,1.6 4X2 MT STD TV1010,6614937,106688,7
SUV,2016,SSANGYONG,XLV,1.6 XLV 2210 DIESEL,8655849,167915,7
SUV,2016,SSANGYONG,XLV,1.6 XLV 2211 DIESEL,9163499,183145,7
VAN,2016,SSANGYONG,STAVIC,2.0 NST,9842834,203525,7
Camioneta,2017,SSANGYONG,A. DEPORTES,4X2 AC ABS 2AB,9457953,191978,6
SUV,2017,SSANGYONG,KORANDO,XDI 4X2 (KC 2210),8707322,169459,6
SUV,2017,SSANGYONG,KORANDO,XDI 4X4 (KC 2223),10658963,228008,6
SUV,2017,SSANGYONG,REXTON,4X4 COMPLETO,13323704,313743,6
SUV,2017,SSANGYONG,KORANDO,2.0 MT 4X2 KC1011,8200646,154259,6
SUV,2017,SSANGYONG,TIVOLI,1.6 4X2 MT DIESEL,9101403,181282,6
SUV,2017,SSANGYONG,XLV,1.6 XLV 1011,8782385,171711,6
SUV,2017,SSANGYONG,XLV,1.6 XLV 2210 DIESEL,9439187,191415,6
SUV,2017,SSANGYONG,XLV,1.6 XLV 2211 DIESEL,9992778,208023,6
Camioneta,2017,SSANGYONG,A. DEPORTES,2.2 AL COMPLETO,12089176,270915,6
SUV,2017,SSANGYONG,KORANDO,XDI 4X2 (KC 2110),8425835,161015,6
Camioneta,2017,SSANGYONG,A. DEPORTES,4X4 2AB ABS LL TE,10743409,230542,6
SUV,2017,SSANGYONG,KORANDO,2.0 KC1111,8688556,168896,6
SUV,2017,SSANGYONG,KORANDO,2.0 MT 4X2 KC1010,7656438,137933,6
Camioneta,2017,SSANGYONG,A. DEPORTES,2.2 MT 4X4 COMPLETO,15698781,408746,6
Camioneta,2017,SSANGYONG,A. DEPORTES,4X4 AC LL,9260912,186067,6
SUV,2017,SSANGYONG,KORANDO,XDI 4X2 (KC 2111),8744853,170585,6
SUV,2017,SSANGYONG,KORANDO,XDI 4X2 (KC 2211),9523633,193949,6
SUV,2017,SSANGYONG,TIVOLI,1.6 4X2 EN STD TV1110,7637672,137370,6
SUV,2017,SSANGYONG,TIVOLI,1.6 AWD EN GAS,9110786,181563,6
VAN,2017,SSANGYONG,STAVIC,2.2 AWD COMPLETO,13304938,312992,6
SUV,2017,SSANGYONG,TIVOLI,1.6 4X2 MT ESTÁNDAR,7961486,147084,6
SUV,2017,SSANGYONG,TIVOLI,1.6 AWD MT COMPLETO,10706827,229444,6
SUV,2017,SSANGYONG,KORANDO,2.2 MT 4X2,8973831,177455,6
SUV,2017,SSANGYONG,REXTON,4X2 MT,9129552,182126,6
SUV,2017,SSANGYONG,REXTON,4x4 MT,10002161,208304,6
SUV,2017,SSANGYONG,TIVOLI,1.6 AWD COMPLETO,10192075,214002,6
Camioneta,2017,SSANGYONG,A. DEPORTES,2.2 MT 4X2 COMPLETO,10391547,219986,6
VAN,2017,SSANGYONG,STAVIC,MT 4X2 9 ASIENTOS,11048695,239700,6
Camioneta,2017,SSANGYONG,A. DEPORTES,4X2 AC LL,8519664,163830,6
SUV,2017,SSANGYONG,REXTON,4X2 EN,10002161,208304,6
SUV,2017,SSANGYONG,TIVOLI,1.6 4X2 EN COMPLETO TV1111,8491515,162985,6
SUV,2017,SSANGYONG,TIVOLI,1.6 4X2 MT COMPLETO TV1011,7647055,137651,6
SUV,2017,SSANGYONG,TIVOLI,1.6 DIESEL,7919159,145814,6
SUV,2017,SSANGYONG,XLV,1.6 XLV 1010,7900393,145251,6
VAN,2017,SSANGYONG,STAVIC,MT 4X2,9880183,204645,6
Camioneta,2017,SSANGYONG,A. DEPORTES,2.2 MT 4X4 SEMI COMPLETO,10185774,213813,6
SUV,2017,SSANGYONG,TIVOLI,1.6 4X2 EN DIESEL,9120169,181845,6
SUV,2017,SSANGYONG,XLV,1.6 XLV 1110,8613493,166644,6
Camioneta,2017,SSANGYONG,A. DEPORTES,2.2 MT SEMI COMPLETO,9705636,199409,6
Camioneta,2017,SSANGYONG,A. DEPORTES,4X2 2AB ABS LL TE,11569103,255313,6
SUV,2017,SSANGYONG,TIVOLI,1.6 4X2 MT STD TV1010,7149762,122732,6
SUV,2017,SSANGYONG,TIVOLI,1.6 DIESEL,8904363,175370,6
Camioneta,2017,SSANGYONG,A. DEPORTES,4X2 AC,8247560,155666,6
Camioneta,2017,SSANGYONG,A. DEPORTES,4x4 AC,8988809,177904,6
Camioneta,2017,SSANGYONG,A. DEPORTES,4X4 AC ABS 2AB,10114755,211682,6
SUV,2017,SSANGYONG,REXTON,4X4 EN SEMI FULL,11822441,262913,6
SUV,2017,SSANGYONG,KORANDO,EN 4X2 GAS,7928542,146096,6
SUV,2017,SSANGYONG,TIVOLI,1.6 4X2 MT GAS LLENO,8153731,152852,6
SUV,2017,SSANGYONG,XLV,1.6 XLV 1111,9411039,190571,6
SUV,2017,SSANGYONG,XLV,1.6 XLV 2110 DIESEL,9185849,183815,6
SUV,2017,SSANGYONG,XLV,1.6 XLV 2111 DIESEL,9514250,193667,6
VAN,2017,SSANGYONG,STAVIC,2.0 NST,10874769,234483,6
Camioneta,2017,SSANGYONG,A. DEPORTES,2.2 EN 4X4 COMPLETO,13126616,305859,6
Camioneta,2018,SSANGYONG,A. DEPORTES,2.2 MT SEMI COMPLETO,10621431,226883,5
VAN,2018,SSANGYONG,STAVIC,MT 4X2 9 ASIENTOS,12207140,274454,5
SUV,2018,SSANGYONG,XLV,1.6 XLV 2110 DIESEL,9955246,206897,5
SUV,2018,SSANGYONG,REXTON,4x4 MT,11906887,265446,5
SUV,2018,SSANGYONG,REXTON,2.2 MT 4X4 COMPLETO,13311354,313249,5
SUV,2018,SSANGYONG,KORANDO,EN 4X2 GAS,9129552,182126,5
SUV,2018,SSANGYONG,TIVOLI,1.6 4X2 EN COMPLETO TV1111,9392273,190008,5
SUV,2018,SSANGYONG,TIVOLI,1.6 4X2 EN DIESEL,10640197,227446,5
SUV,2018,SSANGYONG,XLV,1.6 XLV 1010,8707322,169459,5
SUV,2018,SSANGYONG,XLV,1.6 XLV 2210 DIESEL,10593283,226038,5
SUV,2018,SSANGYONG,KORANDO,XDI 4X4 (KC 2223),12216523,274735,5
SUV,2018,SSANGYONG,TIVOLI,"1,6 MT DE GAS LLENO",9555560,194906,5
SUV,2018,SSANGYONG,STAVIC,4X2 EN,14367405,355491,5
Camioneta,2018,SSANGYONG,A. DEPORTES,4X2 AC LL,9805120,202393,5
SUV,2018,SSANGYONG,REXTON,2.2 MT 4X2 STD,13447619,318699,5
SUV,2018,SSANGYONG,REXTON,2.2 EN 4X4 SEMI COMPLETO,15925932,417832,5
Camioneta,2018,SSANGYONG,A. DEPORTES,2.2 MT 4X4 SEMI COMPLETO,11146873,242646,5
SUV,2018,SSANGYONG,XLV,1.6 XLV 2211 DIESEL,11447126,251653,5
SUV,2018,SSANGYONG,KORANDO,2.0 MT 4X2 KC1010,8651025,167770,5
SUV,2018,SSANGYONG,KORANDO,XDI 4X2 (KC 2210),9823886,202956,5
SUV,2018,SSANGYONG,KORANDO,2.0 KC1111,9805120,202393,5
SUV,2018,SSANGYONG,TIVOLI,4X2 EN STD,9376712,189541,5
SUV,2018,SSANGYONG,KORANDO,XDI 4X2 (KC 2110),9795737,202112,5
Camioneta,2018,SSANGYONG,A. DEPORTES,4X4 2AB ABS LL TE,12563690,285150,5
SUV,2018,SSANGYONG,REXTON,4X4 EN SEMI FULL,13980506,340015,5
Camioneta,2018,SSANGYONG,A. DEPORTES,2.2 MT 4X4,12472346,282410,5
Camioneta,2018,SSANGYONG,A. DEPORTES,2.0 AL COMPLETO,11678962,258608,5
Camioneta,2018,SSANGYONG,A. DEPORTES,2.2 MT 4X2 COMPLETO,11372063,249401,5
SUV,2018,SSANGYONG,TIVOLI,1.6 4X2 MT GAS LLENO,8998191,178185,5
SUV,2018,SSANGYONG,KORANDO,XDI 4X2 (KC 2111),10255499,215905,5
SUV,2018,SSANGYONG,XLV,1.6 XLV 1011,9523633,193949,5
Camioneta,2018,SSANGYONG,A. DEPORTES,4X2 AC,9504868,193386,5
Camioneta,2018,SSANGYONG,A. DEPORTES,4X2 AC ABS 2AB,10846621,233638,5
Camioneta,2018,SSANGYONG,A. DEPORTES,4X2 2AB ABS LL TE,12704433,289373,5
SUV,2018,SSANGYONG,REXTON,4X2 EN,11906887,265446,5
SUV,2018,SSANGYONG,REXTON,4X2 MT,10771558,231386,5
SUV,2018,SSANGYONG,REXTON,2.2 EN 4X4 COMPLETO,19264417,551371,5
SUV,2018,SSANGYONG,REXTON,2.0 MT 4X2 ESTÁNDAR,12153105,272833,5
SUV,2018,SSANGYONG,REXTON,2.0 EN 4X2 STD,12323435,277943,5
Camioneta,2018,SSANGYONG,A. DEPORTES,2.2 EN 4X4 COMPLETO,14365204,355403,5
VAN,2018,SSANGYONG,STAVIC,MT 4X2,11334531,248276,5
SUV,2018,SSANGYONG,TIVOLI,1.6 4X2 MT COMPLETO TV1011,8641642,167489,5
SUV,2018,SSANGYONG,TIVOLI,1.6 4X2 MT STD TV1010,7750267,140748,5
SUV,2018,SSANGYONG,XLV,1.6 XLV 1110,9467336,192260,5
Camioneta,2018,SSANGYONG,A. DEPORTES,EN 4X4 COMPLETO NAS723-ES,9597394,196161,5
Camioneta,2018,SSANGYONG,A. DEPORTES,2.2 AL COMPLETO,13229875,309990,5
SUV,2018,SSANGYONG,TIVOLI,4X2 MT COMPLETO,10151717,212791,5
SUV,2018,SSANGYONG,XLV,1.6 XLV 2111 DIESEL,10771558,231386,5
SUV,2018,SSANGYONG,REXTON,4X4 COMPLETO,15688192,408322,5
SUV,2018,SSANGYONG,KORANDO,2.2 MT 4X2,9814503,202675,5
SUV,2018,SSANGYONG,TIVOLI,1.6 AWD EN GAS,10264882,216186,5
SUV,2018,SSANGYONG,TIVOLI,1.6 4X2 EN STD TV1110,8519664,163830,5
SUV,2018,SSANGYONG,XLV,1.6 XLV 1111,10264882,216186,5
Camioneta,2018,SSANGYONG,A. DEPORTES,4x4 AC,10321179,217875,5
SUV,2018,SSANGYONG,REXTON,2.2 MT 4X4 COMPLETO,15082795,384106,5
SUV,2018,SSANGYONG,REXTON,2.2 EN 4X2 STD,14103392,344930,5
SUV,2018,SSANGYONG,REXTON,2.0 EN 4X4 COMPLETO,13447619,318699,5
Camioneta,2018,SSANGYONG,A. DEPORTES,4X4 MT COMPLETO,11934892,266286,5
VAN,2018,SSANGYONG,STAVIC,2.2 AWD COMPLETO,15303493,392934,5
SUV,2018,SSANGYONG,KORANDO,2.0 MT 4X2 KC1011,9373507,189445,5
SUV,2018,SSANGYONG,KORANDO,XDI 4X2 (KC 2211),10968598,237298,5
SUV,2018,SSANGYONG,TIVOLI,4X2 MT STD,8942368,176511,5
Camioneta,2019,SSANGYONG,MUSSO,2.2 4X4 COMPLETO,17572246,483684,4
SUV,2019,SSANGYONG,TIVOLI,1.6 AWD EN GAS,11456509,251935,4
Camioneta,2019,SSANGYONG,A. DEPORTES,2.2 MT SEMI COMPLETO,12019482,268824,4
Camioneta,2019,SSANGYONG,A. DEPORTES,2.2 MT 4X2 COMPLETO,12863942,295352,4
Camioneta,2019,SSANGYONG,A. DEPORTES,2.2 MT 4X4 SEMI COMPLETO,12573073,285432,4
SUV,2019,SSANGYONG,REXTON,2.2 MT 4X4 COMPLETO,16617098,445479,4
SUV,2019,SSANGYONG,REXTON,2.2 EN 4X4,17477561,479897,4
Camioneta,2019,SSANGYONG,MUSSO,2.2 4X4 MT SEMIFULLIDO,15420023,397596,4
Camioneta,2019,SSANGYONG,A. DEPORTES,4X2 AC ABS 2AB,12272820,276424,4
Camioneta,2019,SSANGYONG,A. DEPORTES,4X2 AC LL,11071810,240394,4
SUV,2019,SSANGYONG,KORANDO,XDI 4X2 (KC 2111),12169608,273328,4
SUV,2019,SSANGYONG,REXTON,4X2 MT,12826411,293851,4
SUV,2019,SSANGYONG,KORANDO,2.0 MT 4X2 KC1011,11193788,244053,4
SUV,2019,SSANGYONG,XLV,1.6 XLV 1010,9795737,202112,4
VAN,2019,SSANGYONG,STAVIC,MT 4X2 9 ASIENTOS,14252610,350899,4
SUV,2019,SSANGYONG,TIVOLI,4X2 MT STD,9852034,203801,4
SUV,2019,SSANGYONG,REXTON,2.2 EN 4X2 STD,15538066,402317,4
SUV,2019,SSANGYONG,REXTON,2.2 EN 4X4 COMPLETO,21224097,633923,4
VAN,2019,SSANGYONG,STAVIC,ST 301,12685774,288813,4
SUV,2019,SSANGYONG,KORANDO,XDI 4X2 (KC 2211),12967154,299481,4
SUV,2019,SSANGYONG,KORANDO,2.0 MT 4X2 KC1010,10020926,208867,4
SUV,2019,SSANGYONG,REXTON,2.2 MT 4X4 COMPLETO,14665457,367413,4
SUV,2019,SSANGYONG,TIVOLI,1.6 4X2 EN COMPLETO TV1111,10602666,226320,4
SUV,2019,SSANGYONG,TIVOLI,1.6 4X2 MT COMPLETO TV1011,9842652,203519,4
SUV,2019,SSANGYONG,KORANDO,XDI 4X2 (KC 2110),11587869,255876,4
SUV,2019,SSANGYONG,REXTON,4X4 COMPLETO,17733662,490141,4
SUV,2019,SSANGYONG,REXTON,2.2 MT 4X2 STD,14815583,373418,4
SUV,2019,SSANGYONG,REXTON,2.0 MT 4X2 ESTÁNDAR,13389384,316370,4
VAN,2019,SSANGYONG,STAVIC,ST 210,15642663,406501,4
SUV,2019,SSANGYONG,REXTON,2.2 MT 4X2,14685853,368229,4
Camioneta,2019,SSANGYONG,MUSSO,2.2 4X4 EN DELUXE,19329908,553991,4
SUV,2019,SSANGYONG,REXTON,4X2 EN,14177547,347896,4
SUV,2019,SSANGYONG,XLV,1.6 XLV 1110,10668346,228290,4
